,Needs MWh
147,0.0152
148,0.01503
149,0.01634
150,0.02118
151,0.02908
152,0.030631
153,0.014604
154,0.001261
155,0.0
156,0.0
157,0.026577
158,0.031843
159,0.028969
160,0.033061
161,0.03841
162,0.04562
163,0.05388
164,0.05265
165,0.04982
166,0.042
167,0.03213
168,0.02356
169,0.01859
170,0.01619
171,0.0152
172,0.01503
173,0.01634
174,0.02118
175,0.02908
176,0.030581
177,0.001364
178,0.0
179,0.0
180,0.0
181,0.019272
182,0.009177
183,0.031646
184,0.032431
185,0.03841
186,0.04562
187,0.05388
188,0.05265
189,0.04982
190,0.042
191,0.03213
192,0.02441
193,0.0192
194,0.01655
195,0.01534
196,0.01496
197,0.01578
198,0.01839
199,0.02331
200,0.02979
201,0.020818
202,0.025769
203,0.03027
204,0.037911
205,0.027353
206,0.02293
207,0.03076
208,0.038596
209,0.04308
210,0.04891
211,0.05767
212,0.05373
213,0.04778
214,0.04166
215,0.03326
216,0.02676
217,0.02113
218,0.01775
219,0.01598
220,0.01523
221,0.01562
222,0.01727
223,0.02036
224,0.02647
225,0.030569
226,0.035743
227,0.040869
228,0.04729
229,0.042204
230,0.035173
231,0.040116
232,0.040164
233,0.04338
234,0.04856
235,0.05505
236,0.0522
237,0.04768
238,0.04038
239,0.03152
240,0.02356
241,0.01859
242,0.01619
243,0.0152
244,0.01503
245,0.01634
246,0.02118
247,0.02908
248,0.03073
249,0.025584
250,0.000671
251,0.018674
252,0.013548
253,0.028505
254,0.031359
255,0.030378
256,0.028385
257,0.03841
258,0.04562
259,0.05388
260,0.05265
261,0.04982
262,0.042
263,0.03213
264,0.02356
265,0.01859
266,0.01619
267,0.0152
268,0.01503
269,0.01634
270,0.02118
271,0.02908
272,0.030475
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.022011
281,0.03841
282,0.04562
283,0.05388
284,0.05265
285,0.04982
286,0.042
287,0.03213
288,0.02356
289,0.01859
290,0.01619
291,0.0152
292,0.01503
293,0.01634
294,0.02118
295,0.02908
296,0.030475
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.023902
305,0.03841
306,0.04562
307,0.05388
308,0.05265
309,0.04982
310,0.042
311,0.03213
312,0.02356
313,0.01859
314,0.01619
315,0.0152
316,0.01503
317,0.01634
318,0.02118
319,0.02908
320,0.03053
321,0.00578
322,0.003202
323,0.0
324,0.0
325,0.0
326,0.028185
327,0.030938
328,0.030614
329,0.03841
330,0.04562
331,0.05388
332,0.05265
333,0.04982
334,0.042
335,0.03213
336,0.02356
337,0.01859
338,0.01619
339,0.0152
340,0.01503
341,0.01634
342,0.02118
343,0.02908
344,0.030423
345,0.001841
346,0.0
347,0.0
348,0.0
349,0.000345
350,0.0
351,0.0
352,0.017381
353,0.03841
354,0.04562
355,0.05388
356,0.05265
357,0.04982
358,0.042
359,0.03213
360,0.02441
361,0.0192
362,0.01655
363,0.01534
364,0.01496
365,0.01578
366,0.01839
367,0.02331
368,0.029298
369,0.010821
370,0.021978
371,0.032679
372,0.0387
373,0.037525
374,0.036619
375,0.039561
376,0.03938
377,0.04308
378,0.04891
379,0.05767
380,0.05373
381,0.04778
382,0.04166
383,0.03326
384,0.02676
385,0.02113
386,0.01775
387,0.01598
388,0.01523
389,0.01562
390,0.01727
391,0.02036
392,0.02647
393,0.034274
394,0.033125
395,0.036791
396,0.046955
397,0.02683
398,0.030372
399,0.01075
400,0.037808
401,0.04338
402,0.04856
403,0.05505
404,0.0522
405,0.04768
406,0.04038
407,0.03152
408,0.02356
409,0.01859
410,0.01619
411,0.0152
412,0.01503
413,0.01634
414,0.02118
415,0.02908
416,0.03042
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.016034
424,0.029546
425,0.03841
426,0.04562
427,0.05388
428,0.05265
429,0.04982
430,0.042
431,0.03213
432,0.02356
433,0.01859
434,0.01619
435,0.0152
436,0.01503
437,0.01634
438,0.02118
439,0.02908
440,0.030303
441,0.000737
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.001878
448,0.02658
449,0.03841
450,0.04562
451,0.05388
452,0.05265
453,0.04982
454,0.042
455,0.03213
456,0.02356
457,0.01859
458,0.01619
459,0.0152
460,0.01503
461,0.01634
462,0.02118
463,0.02908
464,0.030416
465,0.017827
466,0.0
467,0.001902
468,0.004567
469,0.011092
470,0.030652
471,0.0272
472,0.031617
473,0.03841
474,0.04562
475,0.05388
476,0.05265
477,0.04982
478,0.042
479,0.03213
480,0.02356
481,0.01859
482,0.01619
483,0.0152
484,0.01503
485,0.01634
486,0.02118
487,0.02908
488,0.030363
489,0.012515
490,0.0
491,0.002591
492,0.01391
493,0.019133
494,0.027311
495,0.028546
496,0.032295
497,0.03841
498,0.04562
499,0.05388
500,0.05265
501,0.04982
502,0.042
503,0.03213
504,0.02356
505,0.01859
506,0.01619
507,0.0152
508,0.01503
509,0.01634
510,0.02118
511,0.02908
512,0.030132
513,0.029821
514,0.026157
515,0.003907
516,0.007094
517,0.0
518,0.023198
519,0.02346
520,0.028988
521,0.03841
522,0.04562
523,0.05388
524,0.05265
525,0.04982
526,0.042
527,0.03213
528,0.02441
529,0.0192
530,0.01655
531,0.01534
532,0.01496
533,0.01578
534,0.01839
535,0.02331
536,0.028879
537,0.022315
538,0.0
539,0.0
540,0.0
541,0.0
542,0.003385
543,0.0
544,0.028389
545,0.04308
546,0.04891
547,0.05767
548,0.05373
549,0.04778
550,0.04166
551,0.03326
552,0.02676
553,0.02113
554,0.01775
555,0.01598
556,0.01523
557,0.01562
558,0.01727
559,0.02036
560,0.02556
561,0.0
562,0.0
563,0.0
564,0.013568
565,0.0
566,0.0
567,0.025244
568,0.037186
569,0.04338
570,0.04856
571,0.05505
572,0.0522
573,0.04768
574,0.04038
575,0.03152
576,0.02356
577,0.01859
578,0.01619
579,0.0152
580,0.01503
581,0.01634
582,0.02118
583,0.02908
584,0.029943
585,0.007018
586,0.00436
587,0.0
588,0.019061
589,0.014945
590,0.006719
591,0.019244
592,0.02929
593,0.03841
594,0.04562
595,0.05388
596,0.05265
597,0.04982
598,0.042
599,0.03213
600,0.02356
601,0.01859
602,0.01619
603,0.0152
604,0.01503
605,0.01634
606,0.02118
607,0.02908
608,0.029807
609,0.001637
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.016232
617,0.03841
618,0.04562
619,0.05388
620,0.05265
621,0.04982
622,0.042
623,0.03213
624,0.02356
625,0.01859
626,0.01619
627,0.0152
628,0.01503
629,0.01634
630,0.02118
631,0.02908
632,0.030117
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.013388
639,0.010004
640,0.029006
641,0.03841
642,0.04562
643,0.05388
644,0.05265
645,0.04982
646,0.042
647,0.03213
648,0.02356
649,0.01859
650,0.01619
651,0.0152
652,0.01503
653,0.01634
654,0.02118
655,0.02908
656,0.029997
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.015555
665,0.03841
666,0.04562
667,0.05388
668,0.05265
669,0.04982
670,0.042
671,0.03213
672,0.02356
673,0.01859
674,0.01619
675,0.0152
676,0.01503
677,0.01634
678,0.02118
679,0.02908
680,0.029689
681,0.027321
682,0.019763
683,0.013886
684,0.023934
685,0.026285
686,0.029978
687,0.028956
688,0.029943
689,0.03841
690,0.04562
691,0.05388
692,0.05265
693,0.04982
694,0.042
695,0.03213
696,0.02441
697,0.0192
698,0.01655
699,0.01534
700,0.01496
701,0.01578
702,0.01839
703,0.02331
704,0.028371
705,0.008431
706,0.036705
707,0.037719
708,0.04028
709,0.040026
710,0.039621
711,0.03398
712,0.011795
713,0.04308
714,0.04891
715,0.05767
716,0.05373
717,0.04778
718,0.04166
719,0.03326
720,0.02676
721,0.02113
722,0.01775
723,0.01598
724,0.01523
725,0.01562
726,0.01727
727,0.02036
728,0.025304
729,0.026532
730,0.03192
731,0.043083
732,0.027588
733,0.018084
734,0.032834
735,0.039538
736,0.039719
737,0.04338
738,0.04856
739,0.05505
740,0.0522
741,0.04768
742,0.04038
743,0.03152
744,0.02198
745,0.01746
746,0.01531
747,0.0144
748,0.01422
749,0.01547
750,0.02024
751,0.02769
752,0.027746
753,0.016806
754,0.01504
755,0.011156
756,0.0
757,0.003437
758,0.0
759,0.0
760,0.0
761,0.0331
762,0.04188
763,0.05103
764,0.04973
765,0.04682
766,0.0392
767,0.02993
768,0.02198
769,0.01746
770,0.01531
771,0.0144
772,0.01422
773,0.01547
774,0.02024
775,0.02769
776,0.027479
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0331
786,0.04188
787,0.05103
788,0.04973
789,0.04682
790,0.0392
791,0.02993
792,0.02198
793,0.01746
794,0.01531
795,0.0144
796,0.01422
797,0.01547
798,0.02024
799,0.02769
800,0.027149
801,0.021529
802,0.0
803,0.011809
804,0.012935
805,0.018218
806,0.01556
807,0.023287
808,0.026593
809,0.0331
810,0.04188
811,0.05103
812,0.04973
813,0.04682
814,0.0392
815,0.02993
816,0.02198
817,0.01746
818,0.01531
819,0.0144
820,0.01422
821,0.01547
822,0.02024
823,0.02769
824,0.027074
825,0.012187
826,0.018555
827,0.018594
828,0.01891
829,0.014706
830,0.018146
831,0.019348
832,0.024649
833,0.0331
834,0.04188
835,0.05103
836,0.04973
837,0.04682
838,0.0392
839,0.02993
840,0.02198
841,0.01746
842,0.01531
843,0.0144
844,0.01422
845,0.01547
846,0.02024
847,0.02769
848,0.027677
849,0.027849
850,0.024499
851,0.025372
852,0.013552
853,0.027887
854,0.028821
855,0.026734
856,0.027061
857,0.0331
858,0.04188
859,0.05103
860,0.04973
861,0.04682
862,0.0392
863,0.02993
864,0.0234
865,0.0184
866,0.0158
867,0.01467
868,0.01435
869,0.0152
870,0.01794
871,0.02345
872,0.029452
873,0.030413
874,0.013391
875,0.031743
876,0.029402
877,0.032164
878,0.030305
879,0.029894
880,0.024096
881,0.035777
882,0.04505
883,0.0557
884,0.05161
885,0.04544
886,0.03964
887,0.0316
888,0.02412
889,0.01881
890,0.01611
891,0.01489
892,0.01446
893,0.01497
894,0.01673
895,0.02074
896,0.024031
897,0.019277
898,0.005614
899,0.014984
900,0.010626
901,0.0
902,0.00329
903,0.034528
904,0.03008
905,0.036507
906,0.04528
907,0.05362
908,0.05014
909,0.04518
910,0.03765
911,0.02908
912,0.02198
913,0.01746
914,0.01531
915,0.0144
916,0.01422
917,0.01547
918,0.02024
919,0.02769
920,0.021389
921,0.0
922,0.0
923,0.0
924,0.001728
925,0.023715
926,0.0
927,0.0
928,0.001432
929,0.031123
930,0.04188
931,0.05103
932,0.04973
933,0.04682
934,0.0392
935,0.02993
936,0.02198
937,0.01746
938,0.01531
939,0.0144
940,0.01422
941,0.01547
942,0.02024
943,0.02769
944,0.014922
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.000433
953,0.031038
954,0.04188
955,0.05103
956,0.04973
957,0.04682
958,0.0392
959,0.02993
960,0.02198
961,0.01746
962,0.01531
963,0.0144
964,0.01422
965,0.01547
966,0.02024
967,0.02769
968,0.016332
969,0.008416
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.000123
977,0.030448
978,0.04188
979,0.05103
980,0.04973
981,0.04682
982,0.0392
983,0.02993
984,0.02198
985,0.01746
986,0.01531
987,0.0144
988,0.01422
989,0.01547
990,0.02024
991,0.02769
992,0.014206
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.000451
1001,0.030132
1002,0.04188
1003,0.05103
1004,0.04973
1005,0.04682
1006,0.0392
1007,0.02993
1008,0.02198
1009,0.01746
1010,0.01531
1011,0.0144
1012,0.01422
1013,0.01547
1014,0.02024
1015,0.02769
1016,0.013222
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.029798
1026,0.04188
1027,0.05103
1028,0.04973
1029,0.04682
1030,0.0392
1031,0.02993
1032,0.0234
1033,0.0184
1034,0.0158
1035,0.01467
1036,0.01435
1037,0.0152
1038,0.01794
1039,0.02345
1040,0.022833
1041,0.010186
1042,0.004248
1043,0.018394
1044,0.015849
1045,0.0
1046,0.0
1047,0.0
1048,0.012304
1049,0.031726
1050,0.04505
1051,0.0557
1052,0.05161
1053,0.04544
1054,0.03964
1055,0.0316
1056,0.02412
1057,0.01881
1058,0.01611
1059,0.01489
1060,0.01446
1061,0.01497
1062,0.01673
1063,0.02074
1064,0.010773
1065,0.0
1066,0.0
1067,0.003531
1068,0.031691
1069,0.004325
1070,0.016214
1071,0.0
1072,0.02475
1073,0.033167
1074,0.04528
1075,0.05362
1076,0.05014
1077,0.04518
1078,0.03765
1079,0.02908
1080,0.02198
1081,0.01746
1082,0.01531
1083,0.0144
1084,0.01422
1085,0.01547
1086,0.02024
1087,0.02769
1088,0.018008
1089,0.006471
1090,0.01375
1091,0.010141
1092,0.017381
1093,0.026414
1094,0.018593
1095,0.023755
1096,0.019292
1097,0.032387
1098,0.04188
1099,0.05103
1100,0.04973
1101,0.04682
1102,0.0392
1103,0.02993
1104,0.02198
1105,0.01746
1106,0.01531
1107,0.0144
1108,0.01422
1109,0.01547
1110,0.02024
1111,0.02769
1112,0.0221
1113,0.012903
1114,0.022934
1115,0.017761
1116,0.026591
1117,0.026006
1118,0.01709
1119,0.005508
1120,0.015817
1121,0.030844
1122,0.04188
1123,0.05103
1124,0.04973
1125,0.04682
1126,0.0392
1127,0.02993
1128,0.02198
1129,0.01746
1130,0.01531
1131,0.0144
1132,0.01422
1133,0.01547
1134,0.02024
1135,0.02769
1136,0.010026
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.027531
1146,0.04188
1147,0.05103
1148,0.04973
1149,0.04682
1150,0.0392
1151,0.02993
1152,0.02198
1153,0.01746
1154,0.01531
1155,0.0144
1156,0.01422
1157,0.01547
1158,0.02024
1159,0.02769
1160,0.011322
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.026258
1170,0.04188
1171,0.05103
1172,0.04973
1173,0.04682
1174,0.0392
1175,0.02993
1176,0.02198
1177,0.01746
1178,0.01531
1179,0.0144
1180,0.01422
1181,0.01547
1182,0.02024
1183,0.02769
1184,0.009644
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.026277
1194,0.04188
1195,0.05103
1196,0.04973
1197,0.04682
1198,0.0392
1199,0.02993
1200,0.0234
1201,0.0184
1202,0.0158
1203,0.01467
1204,0.01435
1205,0.0152
1206,0.01794
1207,0.02345
1208,0.010771
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.001845
1216,0.025246
1217,0.035067
1218,0.04505
1219,0.0557
1220,0.05161
1221,0.04544
1222,0.03964
1223,0.0316
1224,0.02412
1225,0.01881
1226,0.01611
1227,0.01489
1228,0.01446
1229,0.01497
1230,0.01673
1231,0.02074
1232,0.005746
1233,0.027221
1234,0.031361
1235,0.039911
1236,0.036756
1237,0.015579
1238,0.016124
1239,0.026926
1240,0.030537
1241,0.035594
1242,0.04528
1243,0.05362
1244,0.05014
1245,0.04518
1246,0.03765
1247,0.02908
1248,0.02198
1249,0.01746
1250,0.01531
1251,0.0144
1252,0.01422
1253,0.01547
1254,0.02024
1255,0.02769
1256,0.021445
1257,0.0099
1258,0.0
1259,0.0
1260,0.007343
1261,0.0
1262,0.0
1263,0.021639
1264,0.022356
1265,0.031146
1266,0.04188
1267,0.05103
1268,0.04973
1269,0.04682
1270,0.0392
1271,0.02993
1272,0.02198
1273,0.01746
1274,0.01531
1275,0.0144
1276,0.01422
1277,0.01547
1278,0.02024
1279,0.02769
1280,0.006549
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.002855
1286,0.0
1287,0.025543
1288,0.012606
1289,0.031313
1290,0.04188
1291,0.05103
1292,0.04973
1293,0.04682
1294,0.0392
1295,0.02993
1296,0.02198
1297,0.01746
1298,0.01531
1299,0.0144
1300,0.01422
1301,0.01547
1302,0.02024
1303,0.02769
1304,0.024766
1305,0.009345
1306,0.016996
1307,0.0
1308,0.022408
1309,0.028814
1310,0.019633
1311,0.010695
1312,0.020154
1313,0.03262
1314,0.04188
1315,0.05103
1316,0.04973
1317,0.04682
1318,0.0392
1319,0.02993
1320,0.02198
1321,0.01746
1322,0.01531
1323,0.0144
1324,0.01422
1325,0.01547
1326,0.02024
1327,0.02769
1328,0.023489
1329,0.016448
1330,0.016914
1331,0.012111
1332,0.020263
1333,0.014224
1334,0.0
1335,0.0
1336,0.018072
1337,0.024962
1338,0.04188
1339,0.05103
1340,0.04973
1341,0.04682
1342,0.0392
1343,0.02993
1344,0.02198
1345,0.01746
1346,0.01531
1347,0.0144
1348,0.01422
1349,0.01547
1350,0.02024
1351,0.02769
1352,0.009083
1353,0.0
1354,0.0
1355,0.0
1356,0.000491
1357,0.022108
1358,0.002467
1359,0.0
1360,0.021944
1361,0.029012
1362,0.04188
1363,0.05103
1364,0.04973
1365,0.04682
1366,0.0392
1367,0.02993
1368,0.0234
1369,0.0184
1370,0.0158
1371,0.01467
1372,0.01435
1373,0.0152
1374,0.01794
1375,0.02345
1376,0.005389
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.022923
1385,0.031137
1386,0.04505
1387,0.0557
1388,0.05161
1389,0.04544
1390,0.03964
1391,0.0316
1392,0.02412
1393,0.01881
1394,0.01611
1395,0.01489
1396,0.01446
1397,0.01497
1398,0.01673
1399,0.02074
1400,0.012498
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.013355
1409,0.023201
1410,0.04528
1411,0.05362
1412,0.05014
1413,0.04518
1414,0.03765
1415,0.02908
1416,0.02106
1417,0.01675
1418,0.01473
1419,0.01389
1420,0.01374
1421,0.01493
1422,0.01914
1423,0.02549
1424,0.010787
1425,0.0
1426,0.0
1427,0.005584
1428,0.021059
1429,0.018206
1430,0.014326
1431,0.022021
1432,0.02366
1433,0.02476
1434,0.03694
1435,0.04842
1436,0.04795
1437,0.0451
1438,0.03765
1439,0.02861
1440,0.02106
1441,0.01675
1442,0.01473
1443,0.01389
1444,0.01374
1445,0.01493
1446,0.01914
1447,0.02549
1448,0.023689
1449,0.017855
1450,0.022976
1451,0.021782
1452,0.025433
1453,0.026425
1454,0.02645
1455,0.025015
1456,0.019045
1457,0.022737
1458,0.03694
1459,0.04842
1460,0.04795
1461,0.0451
1462,0.03765
1463,0.02861
1464,0.02106
1465,0.01675
1466,0.01473
1467,0.01389
1468,0.01374
1469,0.01493
1470,0.01914
1471,0.025253
1472,0.008261
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.016401
1482,0.03694
1483,0.04842
1484,0.04795
1485,0.0451
1486,0.03765
1487,0.02861
1488,0.02106
1489,0.01675
1490,0.01473
1491,0.01389
1492,0.01374
1493,0.01493
1494,0.01914
1495,0.025049
1496,0.00471
1497,0.014908
1498,0.011761
1499,0.018441
1500,0.012894
1501,0.022426
1502,0.02508
1503,0.02412
1504,0.023819
1505,0.027272
1506,0.03694
1507,0.04842
1508,0.04795
1509,0.0451
1510,0.03765
1511,0.02861
1512,0.02106
1513,0.01675
1514,0.01473
1515,0.01389
1516,0.01374
1517,0.01493
1518,0.01914
1519,0.02549
1520,0.024825
1521,0.024256
1522,0.016838
1523,0.01165
1524,0.013874
1525,0.014281
1526,0.024342
1527,0.00199
1528,0.014212
1529,0.02416
1530,0.03694
1531,0.04842
1532,0.04795
1533,0.0451
1534,0.03765
1535,0.02861
1536,0.02225
1537,0.01759
1538,0.01527
1539,0.01422
1540,0.01392
1541,0.01476
1542,0.0175
1543,0.02199
1544,0.00397
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.019496
1554,0.04188
1555,0.05531
1556,0.05107
1557,0.04446
1558,0.03816
1559,0.03025
1560,0.02318
1561,0.01829
1562,0.01191
1563,0.01467
1564,0.01403
1565,0.01439
1566,0.01598
1567,0.018917
1568,0.000876
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.018442
1578,0.03964
1579,0.0505
1580,0.04914
1581,0.04417
1582,0.03687
1583,0.02816
1584,0.02106
1585,0.01675
1586,0.01473
1587,0.01389
1588,0.01374
1589,0.01493
1590,0.01914
1591,0.024506
1592,0.011563
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.012805
1602,0.03694
1603,0.04842
1604,0.04795
1605,0.0451
1606,0.03765
1607,0.02861
1608,0.02106
1609,0.01675
1610,0.01473
1611,0.01389
1612,0.01374
1613,0.01493
1614,0.01914
1615,0.024386
1616,0.0019
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.015692
1626,0.03694
1627,0.04842
1628,0.04795
1629,0.0451
1630,0.03765
1631,0.02861
1632,0.02106
1633,0.01675
1634,0.01473
1635,0.01389
1636,0.01374
1637,0.01493
1638,0.01914
1639,0.024191
1640,0.001645
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.013864
1650,0.03694
1651,0.04842
1652,0.04795
1653,0.0451
1654,0.03765
1655,0.02861
1656,0.02106
1657,0.01675
1658,0.01473
1659,0.01389
1660,0.01374
1661,0.01493
1662,0.01914
1663,0.024197
1664,0.004227
1665,0.0
1666,0.001159
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.007438
1673,0.013644
1674,0.03694
1675,0.04842
1676,0.04795
1677,0.0451
1678,0.03765
1679,0.02861
1680,0.02106
1681,0.01675
1682,0.01473
1683,0.01389
1684,0.01374
1685,0.01493
1686,0.01914
1687,0.023871
1688,1.1e-05
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.01328
1698,0.03694
1699,0.04842
1700,0.04795
1701,0.0451
1702,0.03765
1703,0.02861
1704,0.02225
1705,0.01759
1706,0.01527
1707,0.01422
1708,0.01392
1709,0.01476
1710,0.0175
1711,0.020901
1712,0.002359
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.0
1721,0.017643
1722,0.04188
1723,0.05531
1724,0.05107
1725,0.04446
1726,0.03816
1727,0.03025
1728,0.02318
1729,0.01829
1730,0.01191
1731,0.01467
1732,0.01403
1733,0.01439
1734,0.01598
1735,0.019776
1736,0.009271
1737,0.0
1738,0.019401
1739,0.024234
1740,0.028308
1741,0.023558
1742,0.0159
1743,0.023344
1744,0.022087
1745,0.02475
1746,0.03964
1747,0.0505
1748,0.04914
1749,0.04417
1750,0.03687
1751,0.02816
1752,0.02106
1753,0.01675
1754,0.01473
1755,0.01389
1756,0.01374
1757,0.01493
1758,0.01914
1759,0.019936
1760,0.002706
1761,0.0
1762,0.012375
1763,0.014347
1764,0.000777
1765,0.019275
1766,0.025936
1767,0.023926
1768,0.022446
1769,0.025328
1770,0.03694
1771,0.04842
1772,0.04795
1773,0.0451
1774,0.03765
1775,0.02861
1776,0.02106
1777,0.01675
1778,0.01473
1779,0.01389
1780,0.01374
1781,0.01493
1782,0.01914
1783,0.024579
1784,0.022169
1785,0.015068
1786,0.015587
1787,0.020538
1788,0.012309
1789,0.021788
1790,0.020972
1791,0.017717
1792,0.022594
1793,0.02806
1794,0.03694
1795,0.04842
1796,0.04795
1797,0.0451
1798,0.03765
1799,0.02861
1800,0.02106
1801,0.01675
1802,0.01473
1803,0.01389
1804,0.01374
1805,0.01493
1806,0.01914
1807,0.023135
1808,0.019636
1809,0.020737
1810,0.008536
1811,0.005869
1812,0.023169
1813,0.022633
1814,0.021916
1815,0.021804
1816,0.01959
1817,0.024556
1818,0.03694
1819,0.04842
1820,0.04795
1821,0.0451
1822,0.03765
1823,0.02861
1824,0.02106
1825,0.01675
1826,0.01473
1827,0.01389
1828,0.01374
1829,0.01493
1830,0.01914
1831,0.020971
1832,0.001244
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.027284
1842,0.03694
1843,0.04842
1844,0.04795
1845,0.0451
1846,0.03765
1847,0.02861
1848,0.02106
1849,0.01675
1850,0.01473
1851,0.01389
1852,0.01374
1853,0.01493
1854,0.01914
1855,0.019372
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.011654
1866,0.03694
1867,0.04842
1868,0.04795
1869,0.0451
1870,0.03765
1871,0.02861
1872,0.02225
1873,0.01759
1874,0.01527
1875,0.01422
1876,0.01392
1877,0.01476
1878,0.0175
1879,0.016376
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.016915
1890,0.04188
1891,0.05531
1892,0.05107
1893,0.04446
1894,0.03816
1895,0.03025
1896,0.02318
1897,0.01829
1898,0.01191
1899,0.01467
1900,0.01403
1901,0.01439
1902,0.01598
1903,0.017631
1904,0.012391
1905,0.003285
1906,0.006256
1907,0.0
1908,0.025019
1909,0.0
1910,0.022062
1911,0.028225
1912,0.02111
1913,0.025721
